;Auctions;Order;obname;agent;Oid;type;dir;price;quty;validity
480;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2042.0;-1.0
481;Auctions;Order;lvmh;moha1;25.0;L;A;5.14;280.0;2.0
482;Auctions;Order;lvmh;moha3;25.0;L;A;5.15;54.0;2.0
483;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
484;Auctions;##############################;;;;;;;;
485;Auctions;##############################;;;;;;;;
486;Auctions;##############################;;;;;;;;
487;Auctions;##############################;;;;;;;;
488;Auctions;##############################;;;;;;;;
489;Auctions;##############################;;;;;;;;
490;Auctions;Order;lvmh;moha2;25.0;L;B;5.12;52.0;2.0
491;Auctions;Order;lvmh;moha;25.0;L;B;5.12;522.0;2.0
492;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
493;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
494;Auctions;##############################;;;;;;;;
495;Auctions;##############################;;;;;;;;
496;Auctions;##############################;;;;;;;;
497;Auctions;##############################;;;;;;;;
498;Auctions;##############################;;;;;;;;
499;Auctions;##############################;;;;;;;;
500;Auctions;Order;lvmh;moha2;26.0;L;A;5.04;46.0;2.0
501;Auctions;Order;lvmh;moha3;26.0;L;A;5.06;56.0;2.0
502;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2042.0;-1.0
503;Auctions;Order;lvmh;moha1;25.0;L;A;5.14;280.0;1.0
504;Auctions;Order;lvmh;moha3;25.0;L;A;5.15;54.0;1.0
505;Auctions;Order;lvmh;moha1;26.0;L;A;5.16;213.0;1.0
506;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
507;Auctions;##############################;;;;;;;;
508;Auctions;##############################;;;;;;;;
509;Auctions;##############################;;;;;;;;
510;Auctions;Order;lvmh;saad;25.0;L;B;5.03;574.0;-1.0
511;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
512;Auctions;Order;lvmh;moha;26.0;L;B;4.96;506.0;2.0
513;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
514;Auctions;##############################;;;;;;;;
515;Auctions;##############################;;;;;;;;
516;Auctions;##############################;;;;;;;;
517;Auctions;##############################;;;;;;;;
518;Auctions;##############################;;;;;;;;
519;Auctions;##############################;;;;;;;;
520;Auctions;Order;lvmh;bhd;26.0;L;A;5.05;46.0;-1.0
521;Auctions;Order;lvmh;moha1;27.0;L;A;5.05;994.0;1.0
522;Auctions;Order;lvmh;moha3;26.0;L;A;5.06;56.0;1.0
523;Auctions;Order;lvmh;moha2;27.0;L;A;5.07;98.0;1.0
524;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2042.0;-1.0
525;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
526;Auctions;##############################;;;;;;;;
527;Auctions;##############################;;;;;;;;
528;Auctions;##############################;;;;;;;;
529;Auctions;##############################;;;;;;;;
